Altium Designer Pick and Place Locations
D:\1_Altium_Project\14_SLT\SLT_6U_SATELITE_EXP_HW\01_DESIGN\Project Outputs for SLT\Pick Place for SLT.csv

========================================================================================================================
File Design Information:

Date:       18/09/25
Time:       14:24
Revision:   7239bfd11ae7b853a9419a6130542c20d88b06dd
Variant:    No variations
Units used: mm

"Designator","Comment","Layer","Footprint","Center-X(mm)","Center-Y(mm)","Rotation","Description"
"C227","0.1uF/10V","TopLayer","CAP_C_1005X60","55.8000","18.6000","180","CAP CHIP"
"C191","0.1uF/10V","TopLayer","CAP_C_1005X60","55.7250","13.1500","180","CAP CHIP"
"C226","0.1uF/10V","TopLayer","CAP_C_1005X60","101.5000","37.0000","0","CAP CHIP"
"J20","HEADER 5x1","TopLayer","CONN_54202-T0805ALF","40.9305","32.8400","90",""
"U36","MCP4902-E/ST","TopLayer","SOIC127P600X175-14N","101.5000","47.4000","180","IC DAC 8BIT V-OUT 14TSSOP"
"U34","SN74AXCH8T245PWR","BottomLayer","SOP65P640X120-24N","91.9000","39.3000","270","8-Bit Dual-Supply Bus Transceiver"
"U33","IP4220CZ6","BottomLayer","SOT95P280X145-6N","14.2000","13.4000","180",""
"U32","IP4220CZ6","BottomLayer","SOT95P280X145-6N","14.2000","17.2000","180",""
"U31","74AUP1G07","BottomLayer","SOT-23-5_DIO","40.8000","29.0250","180",""
"J5","0533980971","BottomLayer","MOLEX_0533980971","119.6250","19.0000","90",""
"L7","10uH","TopLayer","IND_C_2012X65","99.0501","37.7250","270","MLZ1608N100LT000"
"J21","Molex_1051620001","TopLayer","MOLEX_1051620001","14.4198","15.3500","270","9 (8 + 1) Position Card Connector Secure Digital - microSD™ Surface Mount, Right Angle Gold"
"D26","1N5819HW-7-F","BottomLayer","SOD3717X145N","41.1995","32.2234","180","DIODE SCHOTTKY 40V 1A SOD123"
"D16","USBLC6-2SC6","TopLayer","SOT95P280X145-6N","24.8000","17.4000","180","17V Clamp 5A (8/20µs) Ipp Tvs Diode Surface Mount SOT-23-6"
"D15","USBLC6-2SC6","TopLayer","SOT95P280X145-6N","30.8000","12.7000","270","17V Clamp 5A (8/20µs) Ipp Tvs Diode Surface Mount SOT-23-6"
"D14","USBLC6-2SC6","TopLayer","SOT95P280X145-6N","34.7000","12.7000","270","17V Clamp 5A (8/20µs) Ipp Tvs Diode Surface Mount SOT-23-6"
"D12","USBLC6-2SC6","TopLayer","SOT95P280X145-6N","39.6000","17.9000","0","17V Clamp 5A (8/20µs) Ipp Tvs Diode Surface Mount SOT-23-6"
"C206","10uF/20V","TopLayer","CAP_C_2012X110","109.1000","43.9998","180","CAP CHIP High Value"
"U12","SN65HVD230DR","BottomLayer","SOIC127P602X173-8N","12.1000","4.5000","180","IC TRANSCEIVER HALF 1/1 8SOIC"
"R250","0R","BottomLayer","RES_C_1005X40","19.1000","13.2000","180","RES"
"R249","0R","BottomLayer","RES_C_1005X40","19.1000","15.9000","180","RES"
"R248","10k","BottomLayer","RES_C_1005X40","11.1000","10.1000","0","RES"
"R247","0R","BottomLayer","RES_C_1005X40","19.1000","9.6000","180","RES"
"R245","0R","BottomLayer","RES_C_1005X40","19.1000","12.3000","180","RES"
"R243","0R","BottomLayer","RES_C_1005X40","19.1000","16.8000","180","RES"
"R242","0R","BottomLayer","RES_C_1005X40","19.1000","19.5000","180","RES"
"R237","DNP/10k","BottomLayer","RES_C_1005X40","19.1000","14.1000","0","RES"
"R236","DNP/10k","BottomLayer","RES_C_1005X40","19.1000","15.0000","0","RES"
"R235","DNP/10k","BottomLayer","RES_C_1005X40","19.1000","10.5000","0","RES"
"R234","DNP/10k","BottomLayer","RES_C_1005X40","19.1000","11.4000","0","RES"
"R233","DNP/10k","BottomLayer","RES_C_1005X40","19.1000","17.7000","0","RES"
"R232","DNP/10k","BottomLayer","RES_C_1005X40","19.1000","18.6000","0","RES"
"R98","60.4R","BottomLayer","RES_C_1005X40","11.6000","8.5000","90","RES"
"R97","22R","TopLayer","RES_C_1005X40","124.6000","12.1000","180","RES"
"R96","60.4R","BottomLayer","RES_C_1005X40","9.8000","8.5000","270","RES"
"R95","22R","BottomLayer","RES_C_1005X40","16.6000","3.1000","270","RES"
"R94","22R","TopLayer","RES_C_1005X40","124.6000","13.9000","180","RES"
"R93","22R","BottomLayer","RES_C_1005X40","69.1000","33.5000","90","RES"
"R40","10k","TopLayer","RES_C_1005X40","10.2000","40.5000","270","RES"
"R24","10k","TopLayer","RES_C_1005X40","10.2000","31.0000","270","RES"
"R22","10k","TopLayer","RES_C_1005X40","19.7000","31.0000","270","RES"
"C67","4.7uF/10V","BottomLayer","CAP_C_1608X80","13.7000","8.6000","180","CAP CHIP High Value"
"C65","150p/10V","BottomLayer","CAP_C_1005X60","81.1000","52.8000","270","CAP CHIP"
"U7","TPS259470ARPWR","TopLayer","VQFN-HR-10","20.0080","44.2838","90",""
"TP5","","TopLayer","Testpoint_TH_D130H80","62.2000","56.9000","90","Test Point"
"TP4","","TopLayer","Testpoint_TH_D130H80","73.1000","22.6000","90","Test Point"
"TP3","","TopLayer","Testpoint_TH_D130H80","72.4000","24.0000","90","Test Point"
"R266","4.7k","TopLayer","RES_C_1005X40","41.4000","3.4000","0","RES"
"R256","10k","TopLayer","RES_C_1005X40","119.0000","13.9000","0","RES"
"R254","22R","BottomLayer","RES_C_1005X40","34.2000","29.6000","0","RES"
"R253","22R","BottomLayer","RES_C_1005X40","34.2000","30.6000","0","RES"
"R229","4.7k","BottomLayer","RES_C_1005X40","30.3000","5.7000","180","RES"
"R228","4.7k","BottomLayer","RES_C_1005X40","30.3000","3.0000","180","RES"
"R227","4.7k","BottomLayer","RES_C_1005X40","30.3000","4.8000","0","RES"
"R226","4.7k","BottomLayer","RES_C_1005X40","30.3000","3.9000","0","RES"
"R212","10k","BottomLayer","RES_C_1005X40","57.3000","3.3000","0","RES"
"R211","10k","BottomLayer","RES_C_1005X40","64.8000","11.8000","270","RES"
"R210","10k","BottomLayer","RES_C_1005X40","69.7000","11.8000","270","RES"
"R209","4.7k","BottomLayer","RES_C_1005X40","59.3000","3.3000","0","RES"
"R208","4.7k","BottomLayer","RES_C_1005X40","64.8000","9.8000","270","RES"
"R207","4.7k","BottomLayer","RES_C_1005X40","69.7000","9.8000","270","RES"
"R206","10k","TopLayer","RES_C_1005X40","72.7000","11.8000","270","RES"
"R205","10k","TopLayer","RES_C_1005X40","67.7000","11.8000","270","RES"
"R204","10k","TopLayer","RES_C_1005X40","82.7000","11.8000","270","RES"
"R203","10k","TopLayer","RES_C_1005X40","77.7000","11.8000","270","RES"
"R202","10k","TopLayer","RES_C_1005X40","65.2000","19.1000","0","RES"
"R201","4.7k","TopLayer","RES_C_1005X40","72.7000","9.8000","270","RES"
"R200","4.7k","TopLayer","RES_C_1005X40","67.7000","9.8000","270","RES"
"R199","4.7k","TopLayer","RES_C_1005X40","82.7000","9.8000","270","RES"
"R198","4.7k","TopLayer","RES_C_1005X40","77.7000","9.8000","270","RES"
"R197","4.7k","TopLayer","RES_C_1005X40","65.2000","18.2000","180","RES"
"R126","DNP/0R","TopLayer","RES_C_1005X40","22.0000","15.3000","180","RES"
"R124","DNP/0R","TopLayer","RES_C_1005X40","20.1000","8.8000","0","RES"
"R122","10k","TopLayer","RES_C_1005X40","129.5000","58.2000","90","RES"
"R120","10k","TopLayer","RES_C_1005X40","27.2000","15.3000","180","RES"
"R118","10k","TopLayer","RES_C_1005X40","43.3000","8.7000","180","RES"
"R117","10k","TopLayer","RES_C_1005X40","45.2000","15.8750","90","RES"
"R116","10k","TopLayer","RES_C_1005X40","29.1000","18.0000","180","RES"
"R119","DNP/0R","TopLayer","RES_C_1005X40","38.6000","15.4000","180","RES"
"R112","4.7k","BottomLayer","RES_C_1005X40","82.2000","18.2000","270","RES"
"R111","4.7k","BottomLayer","RES_C_1005X40","76.6000","18.1000","270","RES"
"R110","DNP/0R","TopLayer","RES_C_1005X40","38.6000","8.7000","0","RES"
"R107","22R","TopLayer","RES_C_1005X40","15.6000","25.0000","270","RES"
"R106","22R","TopLayer","RES_C_1005X40","8.1000","25.3000","90","RES"
"R104","22R","TopLayer","RES_C_1005X40","7.2000","25.3000","90","RES"
"R91","10k","BottomLayer","RES_C_1005X40","34.2000","31.5000","180","RES"
"R71","22R","TopLayer","RES_C_1005X40","124.6000","13.0000","180","RES"
"R68","22R","TopLayer","RES_C_1005X40","124.6000","17.5000","180","RES"
"R67","22R","TopLayer","RES_C_1005X40","124.6000","20.2000","180","RES"
"R66","22R","TopLayer","RES_C_1005X40","124.6000","21.1000","180","RES"
"R65","22R","TopLayer","RES_C_1005X40","124.6000","22.0000","180","RES"
"R64","22R","TopLayer","RES_C_1005X40","124.6000","22.8750","180","RES"
"R63","22R","TopLayer","RES_C_1005X40","119.0000","12.1000","180","RES"
"R62","22R","TopLayer","RES_C_1005X40","119.0000","14.8000","180","RES"
"R61","22R","TopLayer","RES_C_1005X40","119.0000","15.7000","180","RES"
"R46","47k","TopLayer","RES_C_1005X40","22.0000","40.5000","270","RES"
"R45","47k","TopLayer","RES_C_1005X40","21.1000","40.5000","270","RES"
"JP6","DNP/0R","TopLayer","RES_C_1608X60","16.8931","46.1653","90",""
"D8","SS54","TopLayer","DO-214AC_SMA","23.7000","44.6000","90","DIODE SCHOTTKY 60V 3A DO214AA"
"C64","0.1uF/10V","BottomLayer","CAP_C_1005X60","53.9000","32.9000","90","CAP CHIP"
"L8","82uH","TopLayer","L-SMD-M-4.8x4.8x2.8mm","109.9000","53.3000","90","SRR4828A-820M"
"J23","0533980271","BottomLayer","MOLEX_0533980271","108.0000","46.8750","0",""
"J19","0533980471","BottomLayer","MOLEX_0533980471","39.0000","23.5750","0",""
"D27","SS54","TopLayer","DO-214AC_SMA","112.7000","46.7000","90","DIODE SCHOTTKY 60V 3A DO214AA"
"U5","TPS259470ARPWR","TopLayer","VQFN-HR-10","20.0080","53.5838","90",""
"R41","1.6k","TopLayer","RES_C_1005X40","19.5931","56.5653","270","RES"
"R34","133k","TopLayer","RES_C_1005X40","16.6000","49.8000","270","RES"
"R27","DNP/10k","TopLayer","RES_C_1005X40","18.8000","49.8000","270","RES"
"R31","22R","TopLayer","RES_C_1005X40","17.9000","49.8000","270","RES"
"R30","47k","TopLayer","RES_C_1005X40","22.0000","49.8000","270","RES"
"R29","47k","TopLayer","RES_C_1005X40","21.1000","49.8000","270","RES"
"R28","470k","TopLayer","RES_C_1005X40","17.5000","52.0000","90","RES"
"R38","DNP/10k","TopLayer","RES_C_1005X40","8.4000","40.5000","270","RES"
"R37","22R","TopLayer","RES_C_1005X40","9.3000","40.5000","270","RES"
"R19","DNP/10k","TopLayer","RES_C_1005X40","17.9000","31.0000","270","RES"
"JP4","DNP/0R","TopLayer","RES_C_1608X60","16.8931","55.4653","90",""
"C23","2.2nF/10V","TopLayer","CAP_C_1005X60","21.1931","56.5653","270","CAP CHIP"
"C22","2.2nF/10V","TopLayer","CAP_C_1005X60","18.6931","56.5653","270","CAP CHIP"
"VR1","LM1117MP-3.3/NOPB","TopLayer","VREG_LM1117MP-3.3/NOPB","20.9000","26.5000","180","800-mA 15-V linear voltage regulator"
"U39","mp-HighDriver","TopLayer","MP_HIGHDRIVER","136.4000","21.0000","270",""
"U38","SN74AXCH8T245PWR","BottomLayer","SOP65P640X120-24N","64.1000","42.1000","270","8-Bit Dual-Supply Bus Transceiver"
"U35","SN65HVD230DR","BottomLayer","SOIC127P602X173-8N","23.7000","4.5000","180","IC TRANSCEIVER HALF 1/1 8SOIC"
"U30","FSUSB42MUX","BottomLayer","FP-846AP-MFG","45.1000","4.3000","180","IC USB SWITCH DPDT 10MSOP"
"U29","PCA9508DP,118","TopLayer","TSOP8","51.5000","17.6000","0",""
"U28","PCA9508DP,118","TopLayer","TSOP8","51.4000","12.6000","0",""
"U21","LT8722AV#PBF","TopLayer","QFN18","112.2500","15.6000","270",""
"U20","LT8722AV#PBF","TopLayer","QFN18","112.5001","24.7000","270",""
"U19","LT8722AV#PBF","TopLayer","QFN18","102.2500","15.6000","270",""
"U18","LT8722AV#PBF","TopLayer","QFN18","102.5001","24.7000","270",""
"U16","TCA6416APWR","BottomLayer","SOP65P440W-24N","78.7000","12.7000","180",""
"U15","IC_PWRSW_MIC2026-1YM","TopLayer","SOIC127P602X173-8N","41.0000","12.0000","180","Power Switch/Driver 1:2 N-Channel 1.25A 8-SOIC"
"U14","SN74AXCH8T245PWR","BottomLayer","SOP65P640X120-24N","74.2000","42.1000","270","8-Bit Dual-Supply Bus Transceiver"
"U13","PCA9508DP,118","TopLayer","TSOP8","11.4000","25.6000","90",""
"U11","TCA6416APWR","BottomLayer","SOP65P440W-24N","52.7000","38.2000","0",""
"U37","AL8843SP-13","TopLayer","SOIC127P602X173-8N_EPAD","101.5000","54.9000","180","IC LED DRIVER RGLTR PWM 3A 8SO"
"U10","SN74AXCH8T245PWR","BottomLayer","SOP65P640X120-24N","109.2000","55.2000","0","8-Bit Dual-Supply Bus Transceiver"
"U6","TPS259470ARPWR","TopLayer","VQFN-HR-10","10.5080","44.2838","90",""
"U3","TPS259470ARPWR","TopLayer","VQFN-HR-10","20.0080","34.7838","90",""
"U4","TPS259470ARPWR","TopLayer","VQFN-HR-10","10.5080","34.7838","90",""
"U1","TPS5450DDAR","TopLayer","DDA0008J","30.3500","55.6000","270","No Description Available"
"U2","TPS259470ARPWR","TopLayer","VQFN-HR-10","10.5011","53.6491","90",""
"U8","TPS5450DDAR","TopLayer","DDA0008J","30.2000","38.7000","270","No Description Available"
"SW2","PushB","TopLayer","TACTSW6X6SM","40.6000","57.8250","0",""
"SW1","PushB","TopLayer","TACTSW6X6SM","40.5000","51.0000","0",""
"R271","22R","TopLayer","RES_C_1005X40","41.4000","5.2000","180","RES"
"R270","4.7k","TopLayer","RES_C_1005X40","41.4000","6.1000","0","RES"
"R265","22R","BottomLayer","RES_C_1005X40","28.1000","3.1000","270","RES"
"R264","10k","TopLayer","RES_C_1005X40","99.9000","41.3000","270","RES"
"R262","4.7k","TopLayer","RES_C_1005X40","99.0000","41.3000","270","RES"
"R260","10k","TopLayer","RES_C_1005X40","100.8000","41.3000","90","RES"
"R259","22R","BottomLayer","RES_C_1005X40","18.9000","5.2000","270","RES"
"R258","22R","BottomLayer","RES_C_1005X40","68.2000","33.5000","90","RES"
"R252","DNP/0R","BottomLayer","RES_C_1005X40","37.6000","29.0250","180","RES"
"R251","DNP/0R","BottomLayer","RES_C_1005X40","37.6000","28.0250","180","RES"
"R69","22R","TopLayer","RES_C_1005X40","124.6000","16.6000","180","RES"
"R246","DNP/10k","BottomLayer","RES_C_1005X40","44.0000","29.1250","0","RES"
"R244","0R","BottomLayer","RES_C_1005X40","44.0000","28.1250","0","RES"
"R241","DNP/0R","BottomLayer","RES_C_1005X40","18.6000","7.8000","270","RES"
"R240","0R","BottomLayer","RES_C_1005X40","19.6000","7.8000","90","RES"
"R239","0R","BottomLayer","RES_C_1005X40","37.6000","33.9000","270","RES"
"R238","DNP/0R","BottomLayer","RES_C_1005X40","37.6000","31.8000","270","RES"
"R231","4.7k","BottomLayer","RES_C_1005X40","49.4000","4.4000","180","RES"
"R230","4.7k","BottomLayer","RES_C_1005X40","49.4000","3.5000","180","RES"
"R225","1k","BottomLayer","RES_C_1005X40","32.2000","3.0000","270","RES"
"R224","10k","TopLayer","RES_C_1005X40","55.8000","15.3000","0","RES"
"R223","4.7k","TopLayer","RES_C_1005X40","55.8000","17.4000","180","RES"
"R222","4.7k","TopLayer","RES_C_1005X40","55.8000","16.5000","180","RES"
"R221","10k","TopLayer","RES_C_1005X40","55.6000","10.3000","0","RES"
"R220","22R","TopLayer","RES_C_1005X40","53.6000","15.3000","180","RES"
"R219","22R","TopLayer","RES_C_1005X40","53.6000","10.3000","180","RES"
"R218","22R","TopLayer","RES_C_1005X40","46.9000","10.4000","180","RES"
"R217","22R","TopLayer","RES_C_1005X40","46.9000","13.1000","180","RES"
"R216","4.7k","TopLayer","RES_C_1005X40","55.7000","12.2000","180","RES"
"R215","4.7k","TopLayer","RES_C_1005X40","55.6750","11.3000","180","RES"
"R214","4.7k","TopLayer","RES_C_1005X40","46.9000","12.2000","0","RES"
"R213","4.7k","TopLayer","RES_C_1005X40","46.9000","11.3000","0","RES"
"R196","22R","BottomLayer","RES_C_1005X40","71.5000","22.5000","90","RES"
"R195","22R","BottomLayer","RES_C_1005X40","68.2000","47.7000","0","RES"
"R194","22R","BottomLayer","RES_C_1005X40","68.2000","48.6000","0","RES"
"R193","22R","BottomLayer","RES_C_1005X40","72.7000","56.6000","0","RES"
"R192","4.7k","TopLayer","RES_C_1005X40","129.7000","50.1000","270","RES"
"R191","4.7k","TopLayer","RES_C_1005X40","127.0000","50.1000","270","RES"
"R190","22R","BottomLayer","RES_C_1005X40","72.7000","57.5000","0","RES"
"R189","22R","BottomLayer","RES_C_1005X40","70.2000","58.1000","0","RES"
"R188","DNP/4.7k","BottomLayer","RES_C_1005X40","142.9000","46.3000","270","RES"
"R187","DNP/4.7k","BottomLayer","RES_C_1005X40","142.8000","17.3000","270","RES"
"R186","DNP/4.7k","BottomLayer","RES_C_1005X40","142.0000","46.3000","270","RES"
"R185","DNP/4.7k","BottomLayer","RES_C_1005X40","141.9000","17.3000","270","RES"
"R184","DNP/4.7k","BottomLayer","RES_C_1005X40","142.9000","43.3000","270","RES"
"R183","DNP/4.7k","BottomLayer","RES_C_1005X40","142.8000","20.0000","270","RES"
"R182","DNP/4.7k","BottomLayer","RES_C_1005X40","142.0000","43.3000","270","RES"
"R181","DNP/4.7k","BottomLayer","RES_C_1005X40","141.9000","20.0000","270","RES"
"R156","10k","BottomLayer","RES_C_1005X40","103.9000","22.2000","180","RES"
"R154","120R","BottomLayer","RES_C_1005X40","101.7000","22.2000","0","RES"
"R152","10k","BottomLayer","RES_C_1005X40","103.6000","12.5000","180","RES"
"R150","120R","BottomLayer","RES_C_1005X40","101.4000","12.5000","0","RES"
"R155","10k","BottomLayer","RES_C_1005X40","113.7000","12.4000","180","RES"
"R153","120R","BottomLayer","RES_C_1005X40","111.5250","12.4000","0","RES"
"R151","10k","BottomLayer","RES_C_1005X40","114.3000","22.4000","180","RES"
"R149","120R","BottomLayer","RES_C_1005X40","112.1000","22.4000","0","RES"
"R148","10k","TopLayer","RES_C_1005X40","108.6499","18.1000","180","RES"
"R147","10k","TopLayer","RES_C_1005X40","115.6499","16.3000","0","RES"
"R146","10k","TopLayer","RES_C_1005X40","108.9000","27.3000","180","RES"
"R145","10k","TopLayer","RES_C_1005X40","115.9000","25.4000","0","RES"
"R144","22R","TopLayer","RES_C_1005X40","110.6499","18.1000","0","RES"
"R143","22R","TopLayer","RES_C_1005X40","110.9000","27.3000","0","RES"
"R142","22R","TopLayer","RES_C_1005X40","115.6499","17.2000","180","RES"
"R141","22R","TopLayer","RES_C_1005X40","115.9000","26.3000","180","RES"
"R140","10k","TopLayer","RES_C_1005X40","113.6499","18.1000","180","RES"
"R139","10k","TopLayer","RES_C_1005X40","113.9000","27.2000","180","RES"
"R138","10k","TopLayer","RES_C_1005X40","98.6499","18.0000","180","RES"
"R137","10k","TopLayer","RES_C_1005X40","105.6499","16.3000","0","RES"
"R136","10k","TopLayer","RES_C_1005X40","98.9000","27.2000","180","RES"
"R135","10k","TopLayer","RES_C_1005X40","105.9000","25.4000","0","RES"
"R134","22R","TopLayer","RES_C_1005X40","100.6499","18.1000","0","RES"
"R133","22R","TopLayer","RES_C_1005X40","100.9000","27.2000","0","RES"
"R132","22R","TopLayer","RES_C_1005X40","105.6499","17.2000","180","RES"
"R131","22R","TopLayer","RES_C_1005X40","105.9000","26.3000","180","RES"
"R130","10k","TopLayer","RES_C_1005X40","103.6499","18.1000","180","RES"
"R129","10k","TopLayer","RES_C_1005X40","103.9000","27.2000","180","RES"
"R60","22R","TopLayer","RES_C_1005X40","119.0000","18.4000","180","RES"
"R59","22R","TopLayer","RES_C_1005X40","119.0000","19.3000","180","RES"
"R125","10k","TopLayer","RES_C_1005X40","105.4000","41.4000","90","RES"
"R123","22R","BottomLayer","RES_C_1005X40","70.2000","59.0000","0","RES"
"R121","10k","TopLayer","RES_C_1005X40","27.2000","8.7000","180","RES"
"R115","10k","TopLayer","RES_C_1005X40","29.1000","18.9000","180","RES"
"R114","10k","TopLayer","RES_C_1005X40","35.4000","20.1000","0","RES"
"R113","4.7k","BottomLayer","RES_C_1005X40","83.1000","18.2000","270","RES"
"R109","4.7k","BottomLayer","RES_C_1005X40","77.5000","18.1000","270","RES"
"R108","10k","TopLayer","RES_C_1005X40","15.6000","27.2000","270","RES"
"R105","22R","TopLayer","RES_C_1005X40","14.7000","25.0000","270","RES"
"R103","22R","TopLayer","RES_C_1005X40","13.8000","25.0000","270","RES"
"R102","DNP/4.7k","TopLayer","RES_C_1005X40","7.2000","27.4000","270","RES"
"R101","DNP/4.7k","TopLayer","RES_C_1005X40","8.1000","27.4000","270","RES"
"R100","4.7k","TopLayer","RES_C_1005X40","13.8000","27.2000","270","RES"
"R99","4.7k","TopLayer","RES_C_1005X40","14.7000","27.2000","270","RES"
"R58","22R","TopLayer","RES_C_1005X40","119.0000","20.2000","180","RES"
"R57","22R","TopLayer","RES_C_1005X40","119.0000","21.1000","180","RES"
"R52","1.6k","TopLayer","RES_C_1005X40","19.5931","47.2653","270","RES"
"R49","133k","TopLayer","RES_C_1005X40","16.6000","40.5000","270","RES"
